id,node_id,position
8916555,65299148,3
8916555,65299151,4
8916555,65299154,5
8916555,2317760339,6
8916555,2317760569,7
8916555,65299156,8
8916555,2317760545,9
8916555,2317760702,10
8916555,2317760298,11
8916555,2317760647,12
8916555,2317760391,13
8916555,2317760560,14
8916555,65299159,15
8916774,65303399,0
8916774,2304883676,1
8916774,2304883705,2
8916774,2304883693,3
8916774,65303414,4
8916774,2304883686,5
8916774,599157357,6
8916774,65303412,7
8916774,2304883710,8
8916774,2304883685,9
8916774,65303410,10
8916774,1302770291,11
8916774,2304883677,12
8916774,65303407,13
8916774,2304883707,14
8916774,2304883700,15
8916774,599157358,16
8916774,2304883711,17
8916774,65303405,18
8916774,2304883679,19
8916774,65303401,20
8916774,599157359,21
8916774,599157335,22
8916774,2304883718,23
8916774,2304883696,24
8916774,2304883722,25
8916774,2304883670,26
8916774,2304883697,27
8916774,65303399,28
8916941,65307046,0
8916941,65299293,1
8917126,65297142,0
8917126,65309581,1
8917126,65310645,2
8917126,65293131,3
8917126,65306598,4
8917126,65310648,5
8917126,65310651,6
8917126,65310655,7
8917126,65307202,8
8917126,65310657,9
8917126,65299685,10
8917126,65310660,11
8917126,65310662,12
8917126,3830586440,13
8917126,258916769,14
8917284,4177265201,0
8917284,4757430141,1
8917284,65314209,2
8917284,4757430142,3
8917284,4757430145,4
8917284,65314207,5
8917284,4757430146,6
8917284,4757430149,7
8917284,65301545,8
8917284,4757430150,9
8917284,65314205,10
8917284,4757430154,11
8917284,259138855,12
8917284,65314202,13
8917284,4757430155,14
8917284,4757824810,15
8917284,65314200,16
8917284,4757824812,17
8917284,4757824816,18
8917284,4757824820,19
8917284,65314198,20
8917451,65318320,0
8917451,65314345,1
8917627,2323785111,0
8917627,65321873,1
8917627,65321875,2
8917789,65324971,0
8917789,65324973,1
8917789,65324975,2
8917789,65321921,3
8918069,65327417,0
8918069,388004321,1
8918777,65330496,0
8918777,4809568646,1
8918777,65330498,2
8918994,65333957,0
8918994,4406692014,1
8918994,4406692013,2
8918994,258965618,3
8919173,258475645,0
8919173,4757430128,1
8919173,4757430144,2
8919173,65314207,3
8919173,4757430147,4
8919173,4757430161,5
8919173,65303583,6
8919173,4757430164,7
8919173,4757430195,8
8919173,65319996,9
8919173,4757430198,10
8919173,4757430214,11
8919173,65336823,12
8919173,4757430217,13
8919173,4757430235,14
8919173,65295377,15
8919173,4757430238,16
8919173,65307456,17
8919173,4757430277,18
8919173,65336825,19
8919173,4757430280,20
8919173,4757430297,21
8919173,65336827,22
8919173,4757430300,23
8919173,4757430317,24
8919173,65336831,25
8919173,4757430320,26
8919173,65336833,27
8919173,65333916,28
8919378,65341079,0
8919378,65341080,1
8919378,65341082,2
8919378,65341085,3
8919378,65286791,4
8919557,65344663,0
8919557,775311747,1
8919557,65344671,2
8919557,775311748,3
8919557,65284068,4
8919557,775311749,5
8919557,65344683,6
8919557,65344690,7
8919557,65344695,8
8919557,775312515,9
8919557,775312516,10
8919557,286812790,11
8919557,286812796,12
8919736,65347029,0
8919736,65347032,1
8919736,1296373582,2
8919736,65347050,3
8919736,65347058,4
8919860,65348371,0
8919860,65348353,1
8920044,65350671,0
8920044,65350781,1
8920216,65352758,0
8920216,65347217,1
8920409,65355467,0
8920409,1249019426,1
8920409,311395082,2
8920409,1111549275,3
8920409,65355469,4
8920409,311395083,5
8920409,1111549860,6
8920409,1111548921,7
8920409,311395084,8
8920409,1249019424,9
8920570,65319714,0
8920570,303232826,1
8920570,1682972844,2
8920570,65306706,3
8920742,1201336245,0
8920742,65307545,1
8920742,1196882923,2
8920742,65359389,3
8920742,315420239,4
8920742,65359394,5
8920742,1196883892,6
8920742,1196883893,7
8920742,65291691,8
8920934,65317547,0
8920934,65353927,1
8921178,65287496,0
8921178,65309981,1
8921404,1493004973,0
8921404,1493004968,1
8921404,65367318,2
8921727,65299521,0
8921727,65369260,1
8921727,2320396397,2
8921727,65369684,3
8921727,65369686,4
8921727,2320396553,5
8921727,2320396549,6
8921727,65369691,7
8921727,65369694,8
8921727,65297940,9
8922120,288981421,0
8922120,2399950818,1
8922120,1921696326,2
8922120,65368973,3
8922120,2327637826,4
8922120,65288014,5
8922510,331371291,0
8922510,265695748,1
8922510,339265506,2
8922510,65374520,3
8922510,65374522,4
8922510,466995012,5
8922972,65321683,0
8922972,65362703,1
8924285,239572930,0
8924285,1634636848,1
8924285,65386222,2
8924285,239572948,3
8924285,1634636796,4
8924285,517302717,5
8924285,517302725,6
8924715,65389991,0
8924715,65389994,1
8924715,65389996,2
8924957,65392155,0
8924957,65392156,1
8924957,65392158,2
8925255,65395194,0
8925255,296933581,1
8925255,296933584,2
8925255,296933586,3
8925255,2236649075,4
8925255,296933588,5
8925255,65395253,6
8925520,65397562,0
8925520,4904935196,1
8925520,4904935204,2
8925520,266185867,3
8925520,2577781530,4
8925520,65397564,5
8925893,410832759,0
8925893,904977186,1
8925893,1655423507,2
8925893,65401212,3
8925893,65401213,4
8925893,904974835,5
8925893,904974836,6
8925893,904974837,7
8925893,904974839,8
8925893,65401214,9
8925893,904974842,10
8925893,904974843,11
8925893,65401216,12
8925893,904974844,13
8925893,904974845,14
8925893,65401223,15
8925893,904975328,16
8925893,65401229,17
8925893,904975330,18
8925893,65401231,19
8925893,904975337,20
8925893,65401234,21
8925893,65401236,22
8925893,904975338,23
8925893,65401238,24
8925893,904975340,25
8925893,904975341,26
